"ID","Date","Site .","Transect","Elevation","Species",". only","Tag/ Clip","Indiv","Fate","Sex","Reprod","Mass","Bait","Trap No","tail","hindfoot","ear","Notes","SK notes"
326,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",29.00,"mid red (#125 marked later)","125/vertical mid red","marked","Male","Non-scrot.",18.00,"seed","S29",85.00,21.00,19.00,"originally noted as P. man but subsequent two captures noted P. nastutus",
327,"7/18/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",21.00,"140","140","ear tag","Female","Reprod.",25.00,"pb","S21",,,,,
328,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",19.00,"140","140","collected; recap","Female","Reprod.",25.00,"pb","S19",90.00,22.00,20.00,"Unsure whether P. maniculatus in hand","ID based on skull measurements. Unsure whether P. maniculatus in hand. Ear tag #140"
329,"7/18/2010 am","SylvanDale","Riparian",1700.00,"Reithrodontomys megalotis",,"107","107","ear tag","Male","Scrotal",11.50,"seed","R20",,,,,
330,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Reithrodontomys megalotis",,"107","107","recap","Male","Scrotal",10.50,"seed","R20",,,,,
331,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Reithrodontomys megalotis",,"107","107","recap","Male","Scrotal",11.00,"pb","R20",,,,,
332,"7/16/2010 am","SylvanDale","North slope",1700.00,"Reithrodontomys megalotis",,"174","174","ear tag","Male","Non-scrot.",6.50,"pb","N7",,,,,
333,"7/19/2010 am","SylvanDale","North slope",1700.00,"Reithrodontomys megalotis",,"174","174","collected; recap","Male","Non-scrot.",6.50,"pb","N7",,,,,"Subadult: M3 recently erupted; skull measurements small (originally noted as R. montanus). Ear tag #174"
334,"7/16/2010 am","SylvanDale","South slope",1700.00,"Reithrodontomys megalotis",,"177","177","ear tag","Male","Scrotal",11.00,"pb","S14",60.00,16.00,11.00,,
335,"7/16/2010 am","SylvanDale","Riparian",1700.00,"Reithrodontomys megalotis",36.00,"--","w","dead; collected","Male","Non-scrot.",6.00,"seed","R36",,,,"Dead in trap","ID with skull & dentition characteristics; subadult (M3 recently erupted). Originally ID'd as P. man, but Reithro. Dead in trap, no ear tag"
336,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Reithrodontomys megalotis",,"--","x","new; no mark","Female","Non-reprod.",5.50,"pb","R20",,,,,
337,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Reithrodontomys megalotis",,"--","y","new; no mark","Male","Non-scrot.",8.00,"pb","R43",,,,,
338,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Reithrodontomys megalotis",,"--","z","new; no mark","Male","Scrotal",10.50,"seed","R46",,,,,
339,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Reithrodontomys megalotis",,"--","aa","new; no mark","Male","Scrotal",13.00,"seed","R29",,,,,
340,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Reithrodontomys megalotis",,"??","bb","new?","Male","Non-scrot.",7.00,"seed","R5",,,,"recap? No tag # recorded. No other marked individuals match location, wgt & sex",
341,"7/18/2010 am","SylvanDale","South slope",1700.00,"Reithrodontomys megalotis (?)",,"--","cc","collected","Male","Scrotal",11.50,"seed","S26",60.00,14.00,13.00,,"ID verified with skull & dentition characteristics; adult. no ear tag (originally noted as R. megalotis?)"
342,"7/17/2010 am","SylvanDale","South slope",1700.00,"Reithrodontomys montanus",,"135","135","ear tag","Female","Reprod.",13.50,"pb","S13",,,,,
343,"7/19/2010 am","SylvanDale","North slope",1700.00,"Reithrodontomys montanus",,"155","155","ear tag","Male","Scrotal",10.00,"pb","N36",,,,,
344,"7/20/2010 am","SylvanDale","North slope",1700.00,"Reithrodontomys montanus",,"--","dd","new; no mark","Male","Non-scrot.",5.00,"seed","N31",,,,,
345,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Reithrodontomys montanus",,"vertical mid black","vertical mid black","marked","Female","Reprod.",19.00,"pb","R8",,,,,
346,"7/18/2010 am","SylvanDale","North slope",1700.00,"Tamias minimus",,"168","168","ear tag","Male","Non-scrot.",62.00,"pb","N15",95.00,28.00,17.00,,
347,"7/19/2010 am","SylvanDale","North slope",1700.00,"Tamias minimus",,"168","168","recap","Male","Non-scrot.",58.50,"seed","N20",,,,"ear tag noted as 198, but must be 168",
348,"7/20/2010 am","SylvanDale","North slope",1700.00,"Tamias minimus",,"168","168","recap","Male","Non-scrot.",61.50,"pb","N27",,,,,
349,"7/18/2010 am","SylvanDale","Riparian",1700.00,"Zapus princeps?",,"133","133","ear tag","--","--",19.00,"seed","R33",139.00,31.00,11.00,"noted as hudsonicus in the field, but measurements closer to princeps plus hudsonicus very rare",
